"claim","review_url","claimer","text","headline","keywords","claim_date"
"http://data.gesis.org/claimskg/creative_work/b47c310e-3fed-54a6-a49d-8de6e363a29f","http://www.politifact.com/wisconsin/statements/2019/may/22/scott-neitzel/will-wisconsin-taxpayers-get-tremendous-payback-mo/","Scott Neitzel","The state contributed $80 million for the new Bucks arena, but new income tax revenue from basketball events alone 'is estimated to be probably over $600 million over the life of the lease.'","Will Wisconsin taxpayers get 'tremendous' payback for money spent on new Fiserv Forum?","State government spending,Sports",2019-05-12
"http://data.gesis.org/claimskg/creative_work/bc0528e0-f316-5838-bde1-2028ad26441d","http://www.politifact.com/texas/statements/2010/jan/22/rick-perry/perry-says-he-cut-business-tax/","Rick Perry","'We lowered the business tax from 4 percent down to 1 percent.'","Perry says he cut the business tax","Corporations,Small Business",2010-01-14
"http://data.gesis.org/claimskg/creative_work/d640b4b9-151d-5fb4-99fc-76d8ba4ee44b","http://www.politifact.com/ohio/statements/2012/jan/03/john-boehner/john-boehner-says-social-security-trust-fund-faces/","John Boehner","'The Social Security trust fund … is already facing imminent bankruptcy.'","John Boehner says the Social Security trust fund faces imminent bankruptcy","Social Security",2011-12-01
"http://data.gesis.org/claimskg/creative_work/f913ee04-27d0-517e-877c-ba84530027dc","http://www.politifact.com/wisconsin/statements/2019/feb/08/john-nygren/wisconsin-state-rep-john-nygren-hits-pay-dirt-prop/","John Nygren","'Today, property taxes are lower than they were in 2010.'","Wisconsin state Rep. John Nygren hits pay dirt with property tax claim","States",2019-01-11
"http://data.gesis.org/claimskg/creative_work/d776f5ba-bb63-56cf-89fc-4ef2b8bc4240","http://www.politifact.com/virginia/statements/2011/apr/22/mark-warner/mark-warner-says-federal-spending-near-all-time-hi/","Mark Warner","'Right now we are spending at an all-time high, close to 25 percent of our GDP [is] being spent on the federal government. But our revenues are at an almost all-time low of about 15 percent [of GDP].'","Mark Warner says federal spending is near all-time high, relative to GDP","Federal Budget,Deficit",2011-04-17
"http://data.gesis.org/claimskg/creative_work/8f1f8380-92fb-515d-9c27-9f7bc85c8616","http://www.politifact.com/missouri/statements/2018/oct/05/ann-wagner/walmart-raised-wages-gave-bonuses-ann-wagner-claim/","Ann Wagner","'Since passage of the Tax Cuts and Jobs Act, Walmart 'increased their starting wage to $11/hr & has given about $400 million in bonuses.''","Walmart raised wages, gave bonuses as Ann Wagner claimed","Workers,Jobs",2018-08-27
"http://data.gesis.org/claimskg/creative_work/2f1aec2f-c0f5-575a-a088-378fe66cbd02","http://www.politifact.com/truth-o-meter/statements/2012/oct/04/barack-obama/obama-says-romneys-plan-5-trillion-tax-cut/","Barack Obama","Says Mitt Romney's plan 'calls for a $5 trillion tax cut.'","Obama says Romney's plan is a $5 trillion tax cut","Debates",2012-10-03
"http://data.gesis.org/claimskg/creative_work/f3e5c41e-9bcd-5db5-a36f-cc4693f750a7","http://www.politifact.com/wisconsin/statements/2011/jul/26/jessica-king/wisconsin-senate-recall-race-democrat-jessica-king/","Jessica King","Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, 'didn’t pay taxes'","In Wisconsin Senate recall race, Democrat Jessica King says GOP Sen. Randy Hopper 'didn’t pay taxes'","Income",2011-07-12
"http://data.gesis.org/claimskg/creative_work/0f912533-5c94-52e5-8daf-04b6206a091c","http://www.politifact.com/virginia/statements/2011/jun/18/george-allen/george-allen-says-us-corporate-tax-rate-second-hig/","George Allen","'The tax on job creating businesses is 35 percent in the United States, second worst in the entire world.'","George Allen says U.S. corporate tax rate is second-highest in world","Corporations,Jobs",2011-06-14
"http://data.gesis.org/claimskg/creative_work/32fe8cd9-55b0-5eb8-a894-a9ac17fcb490","http://www.politifact.com/texas/statements/2010/oct/13/rick-perry/rick-perry-says-houston-had-17-billion-operating-l/","Rick Perry","'Houston suffered $1.7 billion in operating losses under Mayor Bill White.'","Rick Perry says Houston had a $1.7 billion operating loss under Bill White","Message Machine 2010,Government Efficiency",2010-09-15
"http://data.gesis.org/claimskg/creative_work/61370a88-dfc9-56b6-b18d-e3d770e3b660","http://www.politifact.com/wisconsin/statements/2017/dec/15/gwen-moore/house-tax-plan-permanent-tax-cuts-rich-eventually-/","Gwen Moore","The House tax plan 'would provide permanent tax cuts for individuals who are multi-millionaires and billionaires,' but 'all middle-class families will eventually face a tax increase, since tax relief for them expires.'","House tax plan: Permanent tax cuts for the rich, eventually tax hikes for all middle-class families?","Income,Families",2017-11-29
"http://data.gesis.org/claimskg/creative_work/5a45e0eb-2b93-563e-a5af-eab6a288193d","http://www.politifact.com/wisconsin/statements/2015/feb/06/tweets/scott-walker-wants-cut-college-budgets-13-and-spen/","Tweets","'Scott Walker to cut $300 million from universities, spend $500 million on a pro basketball stadium.'","Scott Walker wants to cut college budgets by 13% and spend $500 million for an NBA arena?","Sports,State Budget",2015-02-02
"http://data.gesis.org/claimskg/creative_work/444c9152-3301-5422-a196-ef407884f8cd","http://www.politifact.com/rhode-island/statements/2012/dec/16/barack-obama/obama-says-fiscal-cliff-poses-risk-400000-middle-c/","Barack Obama","'If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.'","Obama says fiscal cliff poses risk to 400,000 middle class Rhode Island families","Income,Federal Budget,Families",2012-12-05
"http://data.gesis.org/claimskg/creative_work/334bd647-8b87-5d25-a86b-0c7c836c5866","http://www.politifact.com/oregon/statements/2012/oct/24/promote-oregon-leadership-pac-oregon-house-republi/did-carl-hosticka-propose-windfall-tax-property/","Promote Oregon Leadership PAC (Oregon House Republicans)","Says, 'Carl proposed a 'windfall' tax on real estate development when he was a Metro Councilor.'","Did Carl Hosticka propose a 'windfall' tax on property?","Voting Record",2012-10-13
"http://data.gesis.org/claimskg/creative_work/5ddb378a-da72-5689-ad8d-feebe2bea7ef","http://www.politifact.com/rhode-island/statements/2012/feb/07/chain-email/home-sales-tax-e-mail-surfaces-again/","Chain email","'If you sell your house after 2012 you will pay a 3.8 percent sales tax on it.'","Home """"sales tax"""" e-mail surfaces again","Income,Retirement,Housing",2012-02-02
"http://data.gesis.org/claimskg/creative_work/4b968bef-a9e9-57ac-acfa-b4b0c3c2b80e","http://www.politifact.com/wisconsin/statements/2018/apr/18/scott-walker/record-low-unemployment-and-record-high-number-peo/","Scott Walker","'Our bold reforms have Wisconsin’s unemployment rate down to an all-time LOW of 2.9 percent, and the number of people working at an all-time HIGH!'","Record-low unemployment and record-high number of people working due to Scott Walker's policies?","Job Accomplishments,Jobs,Government regulation",2018-04-04
"http://data.gesis.org/claimskg/creative_work/cbcd3d22-701d-532f-aec1-d73d43834a31","http://www.politifact.com/wisconsin/statements/2015/nov/12/rand-paul/marco-rubio-not-conservative-proposes-1-trillion-b/","Rand Paul","Says Marco Rubio is proposing a new $1 trillion 'welfare program' in tax credits and '$1 trillion in new military spending.'","Marco Rubio proposes $1 trillion boosts in welfare and defense, GOP White House rival Rand Paul says","Children,Federal Budget,Families,Welfare,Military",2015-11-10
"http://data.gesis.org/claimskg/creative_work/4f5c3633-84ec-509f-a1fc-7ddcd6ab0d02","http://www.politifact.com/california/statements/2017/nov/16/john-cox/does-california-have-highest-electricity-bills-nat/","John Cox","Californians pay 'the highest electricity bills' in the nation.","Do Californians pay the ‘highest electricity bills’ in the nation?","State government spending,State Finances,Energy,States,State Budget,The 2018 California Governor's Race,Gas Prices",2017-10-21
"http://data.gesis.org/claimskg/creative_work/eb830717-62d5-5470-bab9-151a1e00a252","http://www.politifact.com/wisconsin/statements/2012/may/10/gwen-moore/rep-gwen-moore-says-gov-scott-walker-gutted-tax-cr/","Gwen Moore","Says Gov. Scott Walker approved a 'gutting' of two tax credits that help the poor and elderly.","Rep. Gwen Moore says Gov. Scott Walker gutted tax credits for the poor and elderly","Income,Poverty",2012-04-28
"http://data.gesis.org/claimskg/creative_work/b9b46b55-892e-5b54-a1a5-ce0f328bf325","http://www.politifact.com/truth-o-meter/statements/2009/aug/05/barack-obama/obama-flubs-number-households-indiana-during-speec/","Barack Obama","Stimulus tax cuts 'began showing up in paychecks of 4.8 million Indiana households about three months ago.'","Obama flubs number of Indiana households getting tax break during speech","Stimulus",2009-08-05
"http://data.gesis.org/claimskg/creative_work/13aa9ef3-9c2f-52a9-b458-bcf7cf62a273","http://www.politifact.com/rhode-island/statements/2014/feb/09/daniel-harrop/providence-mayoral-candidate-daniel-harrop-says-ci/","Daniel Harrop","'We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.'","Providence Mayoral candidate Daniel Harrop says the city needs $1.2 billion to finance its pensions but has only about $250 million","Debt,Workers,Labor,Pensions,City Budget",2013-12-15
"http://data.gesis.org/claimskg/creative_work/34a4a347-6f2f-52de-9613-7815ef6cdf2a","http://www.politifact.com/truth-o-meter/statements/2010/jul/14/ed-gillespie/gillespie-touts-bush-record-taxes-job-creation/","Ed Gillespie","Under President George W. Bush, the U.S. had '52 months of ... uninterrupted job creation' and 'revenues were at an all-time high in 2007.'","Gillespie touts Bush record on taxes, job creation","History",2010-07-11
"http://data.gesis.org/claimskg/creative_work/f479aa23-ddbe-5e20-9a86-ec264b194a59","http://www.politifact.com/new-jersey/statements/2012/nov/18/chris-christie/chris-christie-says-new-jersey-receives-smallest-r/","Chris Christie","Says New Jersey is '50th in return of our federal tax dollars.'","Chris Christie says New Jersey receives the smallest return of any state on the federal taxes it pays","States",2012-10-30
"http://data.gesis.org/claimskg/creative_work/a9657a13-2fd4-5c73-a6bf-b26cdec7a166","http://www.politifact.com/texas/statements/2013/dec/08/david-dewhurst/dewhurst-didnt-personally-cut-taxes-and-some-incre/","David Dewhurst","'I have cut taxes 63 times, including a 2006 property tax reduction that ranks as the largest in state history.'","Dewhurst didn't personally cut taxes--and some increased","Small Business,Candidate Biography",2013-10-01
"http://data.gesis.org/claimskg/creative_work/f93a2cf3-c4a4-5b80-b684-5ba4a9f3c529","http://www.politifact.com/rhode-island/statements/2010/dec/12/mark-brodeur/tourism-director-says-rhode-island-spends-just-10-/","Mark Brodeur","Rhode Island spends less than 10 percent of what the average state spends promoting tourism.","Tourism director says Rhode Island spends just 10 percent of U.S. average to promote tourism","States,State Budget",2010-12-02
"http://data.gesis.org/claimskg/creative_work/8d7e76ed-f619-5802-bfe8-eada0bca618d","http://www.politifact.com/rhode-island/statements/2015/mar/01/gina-raimondo/gov-gina-raimondo-says-rhode-island-invests-less-e/","Gina Raimondo","Rhode Island has invested less in tourism, economic development and economic development personnel than four nearby states.","Gov. Gina Raimondo says Rhode Island invests less in economic development than four of its neighbors","State Finances,States,Government Efficiency,Workers,Tourism,Jobs,Small Business,State Budget",2015-02-18
"http://data.gesis.org/claimskg/creative_work/fd2170ca-6011-5607-9467-cf29a22ad6de","http://www.politifact.com/truth-o-meter/statements/2015/jan/29/john-boehner/john-boehner-says-obamacare-puts-penalty-or-tax-em/","John Boehner","The Affordable Care Act 'basically puts a penalty or a tax on employers for every new job they create.'","John Boehner says Obamacare 'puts a penalty or a tax on employers for every new job they create'","Jobs",2015-01-25
"http://data.gesis.org/claimskg/creative_work/15955f0b-f39d-511a-9173-70c39c17eacc","http://www.politifact.com/truth-o-meter/statements/2019/mar/05/sherrod-brown/do-70-benefits-trumps-tax-law-benefit-wealthiest-1/","Sherrod Brown","With the Trump tax law, '70 percent of the benefits went to the wealthiest 1 percent.'","Do 70% of the benefits from Trump's tax law benefit the wealthiest 1%, as Sen. Sherrod Brown says?","Wealth",2019-02-18
"http://data.gesis.org/claimskg/creative_work/9ca4f53c-f1f8-5334-9beb-5b5a074930d0","http://www.politifact.com/wisconsin/statements/2014/jan/14/kathleen-vinehout/vinehout-says-160-tax-cut-didnt-show-weekly-payche/","Kathleen Vinehout","'If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes' under the state income-tax cut, but 'it didn’t show up in your paycheck.'","Vinehout says $1.60 tax cut didn't show in weekly paychecks","State Budget",2013-12-05
"http://data.gesis.org/claimskg/creative_work/96f9ab7e-9a0a-5e64-b9cd-80fec9757197","http://www.politifact.com/punditfact/statements/2016/oct/02/rudy-giuliani/rudy-giuliani-criticizes-new-york-times-over-trump/","Rudy Giuliani","'The 'New York Times' writes this long story' about Donald Trump’s tax returns but 'didn't point out there was no wrongdoing' until paragraph 18.","Rudy Giuliani criticizes 'New York Times' over Trump reporting","Candidate Biography",2016-10-02
"http://data.gesis.org/claimskg/creative_work/9a89d03d-bd23-59fb-8512-4d413a471637","http://www.politifact.com/truth-o-meter/statements/2011/apr/19/chris-hayes/journalist-chris-hayes-says-average-american-pays-/","Chris Hayes","According to David Cay Johnston, 'the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans … pay about 16 percent of their income to federal taxes.'","Journalist Chris Hayes says the """"average American pays about 22 percent of their income to federal taxes.""""","Pundits",2011-04-15
"http://data.gesis.org/claimskg/creative_work/87fe61db-e2a3-5448-a85e-410062a9a899","http://www.politifact.com/truth-o-meter/statements/2009/aug/05/donna-brazile/donna-brazile-says-bush-spent-13-trillion-tax-cuts/","Donna Brazile","Under President George W. Bush, the U.S. 'spent $1.3 trillion on tax cuts for the wealthy' and 'trillions' each on a war and on Medicare drug benefits.","Donna Brazile says Bush spent $1.3 trillion on tax cuts, trillions each on war and drugs for seniors","Federal Budget,Iraq,Military,Medicare",2009-08-02
"http://data.gesis.org/claimskg/creative_work/79691c67-a4f1-5640-a435-b6a3685ace35","http://www.politifact.com/truth-o-meter/statements/2009/mar/10/americans-united-change/republicans-opposed-obamas-stimulus-not-tax-cuts/","Americans United for Change","Republican leaders said 'no' to 'tax cuts for 95% of working Americans.'","Republicans opposed Obama's stimulus but not tax cuts","Stimulus",2009-03-09
"http://data.gesis.org/claimskg/creative_work/aac06604-4477-5a4c-9430-67e03ac812f1","http://www.politifact.com/truth-o-meter/statements/2010/sep/15/john-dennis/gop-rival-says-taxpayers-pay-18000month-nancy-pelo/","John Dennis","Taxpayers pay $18,000 a month for House Speaker Nancy Pelosi's district office in downtown San Francisco.","GOP rival says Nancy Pelosi's San Francisco office rent is over-the-rainbow high and downright wicked","Message Machine 2010,Federal Budget",2010-09-14
"http://data.gesis.org/claimskg/creative_work/9d1f3abe-8b12-5a44-8a03-489f05fe4945","http://www.politifact.com/truth-o-meter/statements/2016/aug/26/donald-trump/clinton-wants-tax-african-american-businesses-50-p/","Donald Trump","Says Hillary Clinton 'wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than they're paying now.'","Trump's False claim Hillary Clinton wants to raise taxes on African-American businesses 50 percent","Small Business",2016-08-25
"http://data.gesis.org/claimskg/creative_work/ef83dbcd-63fc-5de3-b536-6dbec7f69ea1","http://www.politifact.com/wisconsin/statements/2010/sep/17/republican-governors-association/republican-governors-association-says-tom-barrett-/","Republican Governors Association","Tom Barrett 'voted for the largest tax increase in history ... raising taxes on gas and Social Security.'","Republican Governors Association says Tom Barrett “voted for the largest tax increase in history”","Message Machine 2010,Federal Budget",2010-09-16
"http://data.gesis.org/claimskg/creative_work/a23c93a5-a875-53af-9622-8b7e41968d26","http://www.politifact.com/virginia/statements/2013/apr/15/virginia-society-human-life/va-society-human-life-says-obamacare-allows-tax-fu/","Virginia Society for Human Life","Under Obamacare, Virginia taxpayers would have been 'forced to pay for abortions' if the General Assembly had not recently intervened.","Va. Society for Human Life says Obamacare allows tax funding for most abortions","Abortion",2013-04-03
"http://data.gesis.org/claimskg/creative_work/663f3691-c16e-5c37-847c-231e9916c934","http://www.politifact.com/tennessee/statements/2012/mar/20/tax-foundation/tax-foundation-map-shows-tennessee-has-low-beer-ex/","The Tax Foundation","Says Tennessee has some of the lowest beer excise tax rates in the country.","Tax Foundation map shows Tennessee has low beer excise taxes","Alcohol,Corrections and Updates",2012-03-05
"http://data.gesis.org/claimskg/creative_work/694a990f-a53a-512e-82a8-1bc1f85c81df","http://www.politifact.com/ohio/statements/2011/aug/22/sherrod-brown/sen-sherrod-brown-says-wall-street-hedge-fund-mana/","Sherrod Brown","Says that Wall Street hedge fund managers 'pay a lower tax rate than does a sheet metal worker in Parma or a school teacher in Cleveland.'","Sen. Sherrod Brown says Wall Street hedge fund managers pay a lower tax rate than a typical sheet metal worker or a teacher","Income",2011-08-02
"http://data.gesis.org/claimskg/creative_work/71c316a3-1d4b-574a-abd3-e69f23611cba","http://www.politifact.com/oregon/statements/2011/feb/13/mark-daniels/mark-daniels-says-oregons-proposed-paper-bag-fee-t/","Mark Daniels","A 5-cent charge on paper bags is a tax.","Mark Daniels says Oregon’s proposed paper bag fee is a tax","Environment",2011-02-08
"http://data.gesis.org/claimskg/creative_work/fad3ec72-dd0a-5ee6-add8-6de801599b48","http://www.politifact.com/wisconsin/statements/2018/may/02/paul-ryan/paul-ryan-says-democratic-leaders-are-threatening-/","Paul Ryan","Says that on the tax reform law, Democratic leaders 'are promising to take it all away.'","Paul Ryan says Democratic leaders are threatening to take away all benefits from tax reform law","Congress,Negative Campaigning",2018-04-17
"http://data.gesis.org/claimskg/creative_work/c7bd4a4a-ae06-565b-84ab-f12c93c9d6c8","http://www.politifact.com/truth-o-meter/statements/2010/sep/17/jerry-brown/jerry-brown-raised-taxes-not-overall/","Jerry Brown","'Taxes went down under Jerry Brown.'","Jerry Brown raised taxes? Not overall","Message Machine 2010",2010-09-14
"http://data.gesis.org/claimskg/creative_work/b1233f9b-8177-5f2c-873f-4bf46803bfa4","http://www.politifact.com/virginia/statements/2019/jan/29/eileen-filler-corn/contrary-eileen-filler-corns-claim-gov-ralph-north/","Eileen Filler-Corn","'There is no tax increase in the governor’s budget plan.'","Contrary to Eileen Filler-Corn's claim, Gov. Ralph Northam's plan budget would hike taxes","State government spending",2019-01-15
"http://data.gesis.org/claimskg/creative_work/a5619313-5205-5a43-8d95-8c3b53a6cd3c","http://www.politifact.com/virginia/statements/2013/mar/08/bob-mcdonnell/mcdonnell-does-full-flop-not-raising-taxes/","Bob McDonnell","On raising taxes.","McDonnell does a full flop on not raising taxes","Transportation",2013-03-08
"http://data.gesis.org/claimskg/creative_work/41aef9b9-83ef-5dbb-8167-0e8bd8d591dd","http://www.politifact.com/texas/statements/2012/jan/31/ron-paul/ron-paul-says-federal-income-tax-rate-was-0-percen/","Ron Paul","Says the U.S. federal income tax rate was 0 percent until 1913.","Ron Paul says federal income tax rate was 0 percent until 1913","History",2012-01-16
"http://data.gesis.org/claimskg/creative_work/c85245ab-31dc-52f1-962d-f940dfbf503c","http://www.politifact.com/rhode-island/statements/2014/jul/09/allan-fung/does-mayor-allan-fungs-budget-cranston-cover-all-r/","Allan Fung","Cranston's 2014-2015 'budget funds 100 percent of the local police and fire pension and other retiree benefit costs.'","Does Mayor Allan Fung's budget for Cranston cover all retirement costs?","Income,Job Accomplishments,Workers,Unions,Labor,Pensions",2014-06-26
"http://data.gesis.org/claimskg/creative_work/c3b371f0-c4d7-5d62-a85d-2ae878d208fe","http://www.politifact.com/truth-o-meter/statements/2012/jul/16/steve-doocy/steve-doocy-says-someone-earning-250000-pays-half-/","Steve Doocy","'If you make more than $250,000 a year … you only really take home about $125,000.'","Steve Doocy says someone earning $250,000 pays half that in taxes","Pundits",2012-07-11
"http://data.gesis.org/claimskg/creative_work/8466b85c-a49a-5665-a9e3-440f589ac9b6","http://www.politifact.com/truth-o-meter/statements/2012/jul/03/facebook-posts/facebook-post-compares-corporate-individual-tax-bu/","Facebook posts","'In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.'","Facebook post compares corporate, individual tax burden in 1950, today","Income,Corporations,Occupy Wall Street",2012-07-02
"http://data.gesis.org/claimskg/creative_work/4f7eaa15-ed46-5ec8-bbb7-f62de19e98c0","http://www.politifact.com/wisconsin/statements/2011/feb/22/reince-priebus/rnc-chairman-reince-priebus-says-wisconsin-gov-sco/","Reince Priebus","Says Wisconsin Gov. Scott Walker in his budget repair bill 'is showing that no stone goes unturned as he asks everyone to tighten their belts.'","RNC Chairman Reince Priebus says Wisconsin Gov. Scott Walker’s budget repair bill asks “everyone to tighten their belts”","Labor,State Budget",2011-02-18
"http://data.gesis.org/claimskg/creative_work/94dd8b2b-c1cc-5d05-a02d-9b6955ed01f2","http://www.politifact.com/truth-o-meter/statements/2016/aug/10/donald-trump/donald-trump-says-hillary-clinton-plan-would-tax-s/","Donald Trump","Says Hillary Clinton's plan 'would tax many small businesses by almost 50 percent.'","Donald Trump says Hillary Clinton plan would tax small businesses at nearly 50 percent","Small Business,Wealth",2016-08-08
"http://data.gesis.org/claimskg/creative_work/aacb6a5c-dc81-58db-8af7-0db7f215ed6e","http://www.politifact.com/wisconsin/statements/2011/aug/12/greater-wisconsin-political-fund/gop-recall-candidate-jonathan-steitz-failed-pay-hi/","Greater Wisconsin Committee","Says Republican recall challenger Jonathan Steitz 'failed to pay his taxes.'","GOP recall candidate Jonathan Steitz """"failed to pay his taxes,"""" liberal Greater Wisconsin Committee says","Candidate Biography",2011-08-04
"http://data.gesis.org/claimskg/creative_work/26fc012c-6ca1-519e-a21d-611fa0217c81","http://www.politifact.com/truth-o-meter/statements/2019/mar/07/james-lankford/did-tax-collections-rise-after-gop-law-case-weak/","James Lankford","'Tax revenue went up, actually, $14 billion last year after the tax cut actually occurred. We had greater revenue.'","Did tax collections rise after GOP law? The case is weak","Federal Budget",2019-03-06
"http://data.gesis.org/claimskg/creative_work/350ee802-e176-5ca1-b318-9384c8777738","http://www.politifact.com/texas/statements/2011/jan/21/paul-krugman/paul-krugman-compares-projected-shortfalls-texas-c/","Paul Krugman","Says that 'data from the Center on Budget and Policy Priorities suggest that the Texas budget gap is worse than New York’s, about as bad as California’s, but not quite up to New Jersey levels.'","Paul Krugman compares projected shortfalls for Texas, California, New York and New Jersey","State Budget",2011-01-06
"http://data.gesis.org/claimskg/creative_work/be5c24b6-92be-540c-abeb-87dc7d0545dd","http://www.politifact.com/florida/statements/2014/oct/03/republican-party-florida/state-gop-tries-equate-judithanne-mclauchlan-state/","Republican Party of Florida","Judithanne McLauchlan 'was part of a group that supports imposing a state income tax on Floridians.'","State GOP tries to equate Judithanne McLauchlan with a state income tax","Florida",2014-09-22
